Número do Documento;Nome da conta;Tipo;Grupo Econômico: Grupo Econômico;RET;Data de Inclusão;Marca;Representante;Situação;Setor;País de entrega;ICMS;Limite de Crédito Moeda;Limite de Crédito;Ramo de Atividade;Segmento;Situação Financeira;Código Externo
03.252.067/0001-01;CARDOSO DE AGUIAR E CAMARGO;Cliente MI;CARDOSO DE AGUIAR CAMARGO LTDA;0;25/06/2018;ESTOFADOS AGUIAR;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;5000;Confecção;Corporativo;Liberado;C17226
21.942.147/0001-70;MULEKA SAPEKA CONFECÇOES EIRELI ME;Cliente MI;MULEKA SAPEKA CONFECCOES EIRELI ME;0;18/05/2017;MULEKA SAPEKA CONFECCOES EIRELI ME;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Infantil;Liberado;C15769
03.737.628/0001-62;CONFECCOES ACONCHEGO DO BEBE LTDA;Cliente MI;CONF ACONCHEGO DO BEBE;0;28/05/2015;ACONCHEGO DO BEBE;MJ LIMA REPRESENTACOES LTDA;Ativo;Vestuário;BRASIL;12;BRL;200000;Marca;Infantil;Liberado;C13578
01.795.751/0001-04;SONHO MAGICO IND. COM. ROUPAS LTDA;Cliente MI;SONHO MAGICO IND COM ROUPAS LTDA;0;19/04/2002;SONHO MAGICO;MJ LIMA REPRESENTACOES LTDA;Ativo;Vestuário;BRASIL;12;BRL;178000;Marca;Infantil;Liberado;C7419
03.819.979/0001-12;CELMA DE ASSIS ROSSATO CIA LTDA;Cliente MI;CELMA DE ASSIS ROSSATO CIA LTDA;0;26/04/2002;PARAISO;MJ LIMA REPRESENTACOES LTDA;Ativo;Vestuário;BRASIL;12;BRL;1000000;Marca;Infantil;Bloqueado;C579
04.867.835/0001-02;AKAMIZARIA IND. DE CONF. LTDA;Cliente MI;AKAMIZARIA;0;11/09/2002;AKAMIZARIA IND. DE CONF. LTDA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;200000;Confecção PL + Marca Própria;Masculino;Liberado;C205
79.962.478/0001-52;CONF RAFFER LTDA;Cliente MI;RAFFER;0;29/03/2001;CONF RAFFER LTDA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;200000;Marca;Masculino;Liberado;C181441
22.618.594/0001-31;A, M. DIAS LTDA;Cliente MI;INDICCATTO;0;19/09/2018;INDICCATTO;MJ LIMA REPRESENTACOES LTDA;Ativo;Vestuário;BRASIL;12;BRL;300000;Confecção PL + Marca Própria;Masculino;Liberado;C17515
11.828.442/0001-47;LARA CERIZE MENA S CIA LTDA;Cliente MI;LARA CERIZE MENA S CIA LTDA;0;28/08/2018;LARA CERIZE MENA S CIA LTDA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Empresa;Corporativo;Liberado;C17446
08.648.378/0001-08;KMZTA IND E COM DE VEST LTDA EPP;Cliente MI;KMZTA IND E COM DE VEST LTDA EPP;0;18/03/2019;KMZTA UNIFORMES;MJ LIMA REPRESENTACOES LTDA;Inativo;Varejo;BRASIL;12;BRL;10000;Confecção;Corporativo;Liberado;C17962
08.302.409/0001-74;LOUREIRO, OLIVEIRA & CIA LTDA -ME;Cliente MI;LOUREIRO, OLIVEIRA & CIA LTDA -ME;0;05/09/2016;ATHENA CONFECÇOES;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Confecção PL;Masculino;Liberado;C15081
31.993.411/0001-59;GSM CONFECCOES EIRELI;Cliente MI;GSM CONFECCOES EIRELI;0;07/05/2019;BELA FASE;MJ LIMA REPRESENTACOES LTDA;Inativo;Varejo;BRASIL;12;BRL;30000;Confecção PL;Infantil;Liberado;C18099
09.541.837/0001-12;MEM IND COM DE CONFEÇÕES;Cliente MI;MEN IND E COM DE CONFEC LTDA-ME;0;08/09/2016;MEM CAMISARIA;MJ LIMA REPRESENTACOES LTDA;Ativo;Vestuário;BRASIL;12;BRL;25000;Marca;Masculino;Liberado;C15090
12.470.532/0001-71;V MODA FABRIL EIRELI;Cliente MI;VALE DA MODA;0;17/03/2015;VALE DA MODA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;40000;Confecção PL + Marca Própria;Masculino;Liberado;C13341
09.007.128/0001-51;LEANDRO LUIZ LUNKES;Cliente MI;LUNKES IND. CONFECÇÕES LTDA;0;25/06/2013;LEANDRO LUIZ LUNKES;MJ LIMA REPRESENTACOES LTDA;Inativo;Varejo;BRASIL;12;BRL;80000;Confecção PL;Masculino;Liberado;C10862
01.458.460/0001-20;FABRIVEST CONFECCOES LTDA;Cliente MI;INDICCATTO CAMISARI;0;27/06/2017;INDICATTO CAMISARIA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;60000;Confecção PL + Marca Própria;Masculino;Liberado;C15881
04.093.559/0001-64;ANGGELUS CAMISARIA ME LTDA;Cliente MI;ANGGELUS CAMISARIA ME LTDA;0;28/08/2017;ANGGELUS CAMISARIA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;;;Liberado;C16164
04.093.559/0002-45;ANGGELUS CAMISARIA ME LTDA;Cliente MI;ANGGELUS CAMISARIA ME LTDA;0;28/06/2017;ANGGELUS CAMISARIA ME LTDA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;30000;;;Liberado;C15888
05.389.958/0001-30;BAGGIO - INDUSTRIA DE CONF. LTDA;Cliente MI;GUILHERME BAGGIO;0;26/05/2017;BAGGIO INDUSTRIA DE CONF LTDA;MJ LIMA REPRESENTACOES LTDA;Inativo;Vestuário;BRASIL;12;BRL;60000;;;Liberado;C15783
13.163.556/0001-40;UNIFORMES NEWPRIME - LTDA;Cliente MI;NEWPRIME;0;24/05/2018;NEW PRIME;MJ LIMA REPRESENTACOES LTDA;Ativo;;BRASIL;12;BRL;20000;;;Liberado;C17123
01.525.248/0001-39;FEDERAL CLUB CONFECCOES LTDA ME;Cliente MI;FEDERAL CLUB;0;08/09/2016;FEDERAL CLUB;MJ LIMA REPRESENTACOES LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C15087
17.797.304/0001-24;LATINA CONFECCOES LTDA ME;Cliente MI;MINORE KIDS;0;21/11/2014;MINORE KIDS LTDA;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C12299
29.678.397/0001-57;BRETZEL TRAJES TIPICOS LTDA;Cliente MI;BRETZEL TRAJES TIPICOS LTDA;0;14/11/2019;BRETZEL TRAJES TIPICOS;FAM REPRESENTAÇÕES TEXTEIS LTDA;Ativo;;BRASIL;12;BRL;40000;;;Liberado;C18524
82.155.870/0001-02;KAMYLUS MALHAS LTDA;Cliente MI;KAMYLUS MALHAS LTDA;0;26/01/2024;KAMYLUS MALHAS LTDA;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;100000;;;Liberado;C23823
27.053.561/0001-05;MARTHIE INDUSTRIA TEXTIL LTDA;Cliente MI;MARTHIE INDUSTRIA TEXTIL LTDA;0;19/07/2024;MARTHIE INDUSTRIA;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C24655
34.933.265/0001-64;CAPIAO TOPOGRAFIA AMBIENTAL LTDA;Cliente MI;CAPIAO TOPOGRAFIA;0;19/07/2024;CAPIAO TOPOGRAFIA AMBIENTAL LTDA;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C24654
41.395.354/0001-60;BLOONY BRAND LTDA;Cliente MI;BLOONY BRAND LTDA;0;02/09/2024;BLOONY BRAND;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;20000;;;Liberado;C24886
27.980.329/0001-12;FLAVIA RIBEIRO REZENDE;Cliente MI;FLAVIA RIBEIRO REZENDE 06592851694;0;28/10/2024;VORS DESIGN;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;8000;;;Liberado;C25112
26.186.518/0001-55;OLIGIOIÁ IND ECOM DE VEST E AC. LTDA;Cliente MI;OLIGIOIÁ IND. E COM. DE VEST. E ACESSORIOS LTDA;0;28/10/2024;OLIGIOIÁ;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C25107
47.714.070/0001-75;CHAUBERT COM DE VESTUARIO LTDA;Cliente MI;CHAUBERT COMERCIO DE VESTUARIO LTDA;0;06/12/2024;CHAUBERT COM DE VESTUARIO LTDA;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C25265
33.005.967/0001-15;ALDA LU ARTES;Cliente MI;ALDA LU ARTES;0;08/11/2024;ALDA LU ARTES;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;9000;;;Liberado;C25169
20.125.869/0001-70;CRISTINA STORE LTDA-ME;Cliente MI;CRISTINA STORE LTDA-ME;0;02/03/2023;ALLUARE;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;5000;;;Liberado;C22278
32.103.898/0001-10;OLIVEE OFICIAL LTDA.;Cliente MI;OLIVEE OFICIAL LTDA.;0;01/11/2024;OLIVEE OFICIAL LTDA.;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;5000;;;Liberado;C25147
21.207.991/0001-58;MADRECOR ESTUDIO & ESTAMPARIA;Cliente MI;MADRECOR ESTUDIO DE ESTAMPARIA;0;29/10/2024;MADRECOR;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;60000;;;Liberado;C25125
12.774.711/0001-00;DAARCO MALHAS EIRELI;Cliente MI;DAARCO MALHAS EIRELI;0;07/04/2025;SOFT BONNI;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C25717
18.904.361/0001-28;ELIANE ABELINO 86153781934;Cliente MI;ELIANE ABELINO 86153781934;0;16/05/2025;FILO DI FIORI;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C25864
61.287.791/0001-77;UNIFORMIZZE LTDA;Cliente MI;UNIFORMIZZA LTDA;0;04/09/2025;UNIFORMIZZE LTDA;FAM REPRESENTAÇÕES TEXTEIS LTDA;Ativo;Vestuário;BRASIL;12;BRL;0;Confecção PL;Masculino;Liberado;C26380
27.558.086/0001-29;INGE ERNST DE AZEVEDO SODRE;Cliente MI;COOKIE KIDS;0;02/09/2025;COOKIE KIDS;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;23000;;;Liberado;C26366
47.131.291/0001-10;PATRICIA GISELE CARDOSO NABOSNE;Cliente MI;PATRICIA GISELE CARDOSO NABOSNE;0;21/10/2025;EL ROPERO;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;5000;;;Liberado;C26625
82.514.282/0003-71;UNIANDRA COM.DE ARTIGOS DO VEST.LTDA;Cliente MI;UNIANDRA COMERCIO DE ARTIGOS DO VESTUARIO LTDA;0;20/05/2019;UNIANDRA;FAM REPRESENTAÇÕES TEXTEIS LTDA;Inativo;;BRASIL;12;BRL;25000;;;Liberado;C18132
43.276.275/0001-65;LUDICA KIDS LTDA;Cliente MI;LUDICA KIDS LTDA;0;08/08/2023;LUDICA KIDS;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Ativo;Varejo;BRASIL;18;BRL;50000;Confecção PL;Infantil;Liberado;C23111
30.145.658/0001-52;FERREIRA REPRES. E EMBALAGENS LTDA;Cliente MI;FERREIRA REPRES. E EMBALAGENS LTDA;0;30/09/2024;FERREIRA REPRESENTAÇÕES;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;Varejo;BRASIL;18;BRL;0;Confecção PL;Masculino;Liberado;C25017
17.212.967/0001-30;ISRAEL L SCORALIK E KM VIEIRA LTDA;Cliente MI;ISRAEL L SCORALICK E KM VIEIRE LTDA;0;30/03/2017;BARATAO DOS TECIDOS;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Ativo;Vestuário;BRASIL;12;BRL;10000;;;Liberado;C15625
06.231.827/0001-92;M A C URGAL;Cliente MI;M A C URGAL;0;20/03/2025;FABRI TECIDOS;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;;BRASIL;18;BRL;25000;;;Liberado;C25652
52.010.082/0001-59;ISRAEL L SCORALICK DE C.F LTDA;Cliente MI;ISRAEL L SCORALICK DE C.F LTDA;0;24/04/2025;O BARATAO DOS TECIDOS;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Ativo;Vestuário;BRASIL;12;BRL;30000;Marca;Masculino;Liberado;C25785
27.945.960/0001-80;J.G.R. VIEIRA COM DE TECIDOS LTDA;Cliente MI;J.G.R. VIEIRA COM DE TECIDOS LTDA;0;24/04/2025;O BARATAO DOS TECIDOS;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Ativo;;BRASIL;12;BRL;30000;;;Liberado;C25781
13.645.144/0001-47;LC DE FARIA CONFECCOES LTDA - ME;Cliente MI;LC DE FARIA CONFECCOES LTDA - ME;0;17/11/2017;LC DE FARIA CONFECCOES LTDA - ME;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C16497
55.230.941/0001-03;JORD BRAND LTDA;Cliente MI;N. M. B. - Comercio de Alimentos LTDA;0;18/06/2025;JORD BRAND;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C26003
00.630.035/0001-04;IRINEU DA SILVA TECIDOS;Cliente MI;A F AGUIAR COMERCIO DE TECIDOS E ARMARINHO LTDA;0;05/06/2025;REI DO PANO;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;;BRASIL;7;BRL;50000;;;Liberado;C25949
07.073.876/0001-07;LEROD COMERCIO DE CONFECCAO LTDA;Cliente MI;LEROD COMERCIO DE CONFECCAO LTDA;0;23/05/2025;BESTNESS;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Ativo;;BRASIL;12;BRL;25000;;;Liberado;C25891
03.868.315/0001-43;AVIAMENTOS SININHO LTDA;Cliente MI;AV;0;02/05/2018;AVIAMENTOS SININHO;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;Vestuário;BRASIL;12;BRL;20000;;;Liberado;C17060
32.372.211/0001-41;JC DOS SANTOS COMERCIO DE TECIDOS ME;Cliente MI;JC;0;19/09/2025;BAZAR DOS RETALHOS;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C26456
48.649.989/0001-95;GARAGEM DAS MAQUINAS LTDA;Cliente MI;GARAGEM DAS MAQUINAS LTDA;0;21/01/2026;GARAGEM DAS MAQUINAS LTDA;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Ativo;;BRASIL;12;BRL;40000;;;Bloqueado;C26867
07.435.364/0001-43;TYCOON - INDU E COMER DE CONFEC LTDA;Cliente MI;TYCOON CONFECÇÃO;0;21/09/2010;TYCOON CONFECCAO;FERREIRA REPRESENTACOES E EMBALAGENS LTDA;Inativo;Varejo;BRASIL;7;BRL;5000;Confecção PL;Masculino;Liberado;C7698
73.592.487/0001-12;THEOS IND E COM DE CONF LTDA;Cliente MI;THEOS IND E COM DE CONF LTDA;0;28/10/2019;THEOS IND E COM DE CONF LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C18493
36.822.768/0001-98;MATILU COM. DE ART. DE USO D. LTDA;Cliente MI;MATILU COMERCIO DE ARTIGOS DE USO DOMESTICOS LTDA;0;21/07/2020;MATILU;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;3000;;;Liberado;C18943
07.658.887/0001-59;SYMMETRY UNIFORMS LTDA;Cliente MI;SYMMETRY UNIFORMES LTDA;0;11/09/2020;SYMMETRY;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;;BRASIL;12;BRL;20000;;;Liberado;C19128
79.123.485/0001-60;GRIFFIN CONF. LTDA;Cliente MI;GRIFFIN CONF. LTDA;0;02/09/2020;GRIFFIN;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C19094
78.898.640/0001-58;KARTAN IND. COM. DE CAMISAS LTDA;Cliente MI;KARTAN IND E COM DE CAMISAS LTDA;0;25/06/2002;KARTAN;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C4527
11.891.513/0001-56;MS CONF. DE ROUPAS LTDA;Cliente MI;DI SANDRI CONFECÇÃO DE ROUPAS LTDA ME;0;16/11/2020;MS CONF. DE ROUPAS LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C19264
28.639.247/0001-71;JSK COM DE ROUPAS LTDA EPP;Cliente MI;KONDO JOAQUIM;0;25/01/2021;BILLIE BROTHERS;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Confecção PL;Feminino;Liberado;C19407
11.389.312/0001-55;VERSADAS AG DE A D EMPRES. EIRELI;Cliente MI;VERSADAS UNIFORMES;0;10/12/2020;VERSADAS;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Confecção;Corporativo;Liberado;C19320
38.350.550/0001-03;MINI QUARTO ARTIGOS INFANTIS LTDA;Cliente MI;MINI QUARTO ARTIGOS INFANTIS;0;10/12/2020;MINI QUARTO ARTIGOS INFANTIS LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C19319
28.506.975/0001-05;PROJETAR UNIFORMES RESP TEX LTDA;Cliente MI;PROJETAR UNIFORMES;0;06/05/2021;PROJETAR;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C19720
17.001.233/0001-01;REIKE CONF. LTDA;Cliente MI;REIKE CONFECÇÕES LTDA;0;22/04/2021;REIKE;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;6000;;;Bloqueado;C19683
33.257.305/0001-32;COSTURA AVANCADA CONFEC. LTDA;Cliente MI;COSTURA AVANÇADA;0;19/08/2021;COSTURA AVANCADA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C20214
24.377.890/0001-13;PEDRUTTI CONFECÇÃO EIRELI - ME;Cliente MI;PEDRUTTI CONFECÇÃO EIRELI - ME;0;31/01/2018;DI SOTTI;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;20000;Confecção PL + Marca Própria;Masculino;Liberado;C16695
82.076.183/0001-93;KENNETH IND E COM CONF LTDA;Cliente MI;KENNETH IND COM CONF. LTDA;0;01/12/2021;KENNETH IND E COM CONF LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;10000;;;Liberado;C20608
02.386.325/0001-80;ARREST CONF E COM EIRELI;Cliente MI;ARREST CONF.;0;03/08/2022;ARREST TACTICAL EQUIP;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C21456
44.952.016/0001-70;V E G CONF.LTDA;Cliente MI;PEDRUTTI CONFECÇÃO EIRELI - ME;0;30/06/2022;V E G CONF.LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;20000;Marca;Masculino;Liberado;C21297
16.971.155/0003-77;SOTTI SILVA COM DE ART. DO VEST;Cliente MI;PEDRUTTI CONFECÇÃO EIRELI - ME;0;27/10/2022;SOTTI;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;35000;;;Liberado;C21792
01.986.239/0001-45;VELEIROS UNIFORMES E CONFECCOES LTDA;Cliente MI;VALEIROS UNIFORMES;0;09/03/2023;USUAL UNIFORMES;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;50000;Confecção;Corporativo;Liberado;C22328
81.074.288/0001-40;MAZUREK-REPRESENTACOES COMERCIAIS;Cliente MI;MAZUREK-REPRESENTACOES COMERCIAIS;0;03/07/2023;MAZUREK-REPRESENTACOES COMERCIAIS;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Marca;Masculino;Liberado;C22940
81.445.173/0001-15;NOVA CENTRIC;Cliente MI;NOVA CENTRIC;0;22/06/2012;NOVA CENTRIC;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C9826
04.976.321/0001-87;COMERCIO DE TECIDOS APF LTDA;Cliente MI;COMÉRCIO DE TECIDOS APF LTDA;0;13/07/2015;TECIDOS HUDDERSFIELD;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;Varejo;BRASIL;12;BRL;40000;Varejo;Revenda de Tecido;Liberado;C116
47.859.011/0001-95;BRISTOL COM DE ART DO VEST LTDA;Cliente MI;BRISTOL COM ART VEST LTDA;0;19/09/2023;BRISTOL COM DE ART DO VEST LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;100000;Confecção PL;Masculino;Liberado;C23309
12.679.807/0001-81;ERBE TEXTIL LTDA;Cliente MI;ERBE TEXTIL LTDA;0;11/09/2023;ERBE TEXTIL;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;;BRASIL;12;BRL;30000;;;Liberado;C23273
18.057.717/0001-35;GMS UNIFORMES P LTDA;Cliente MI;GMS UNIFORMES P LTDA;0;31/08/2023;GMS UNIFORMES PROFISSIONAIS;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;50000;Confecção;Corporativo;Liberado;C23238
22.664.725/0001-17;LUZ MAGAZINE COM. DE CONFEC. LTDA;Cliente MI;LUZ MAGAZINE;0;30/08/2023;ELIAS MAGAZINE;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;70000;;;Liberado;C23225
48.936.920/0001-42;SPARTON COMERCIO DE TECIDOS LTDA;Cliente MI;SPARTON COMERCIO DE TECIDOS LTDA;0;21/08/2023;SPARTON;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;0;Atacado;Revenda de Tecido;Liberado;C23173
79.322.608/0001-92;MDM COM CONFEC SERV ART TEXTEIS LTDA;Cliente MI;MDM COM CONFEC SERV TEXTIL;0;05/10/2023;MDM UNIFORMES PROFISSIONAIS;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C23416
46.727.836/0001-93;DRI ARTE CHICK COM. DE TEC. LTDA;Cliente MI;DRI ARTE CHICK COM. DE TEC. LTDA;0;22/09/2023;DRI ART CHICK;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;10000;Confecção PL;Masculino;Liberado;C23335
47.972.883/0001-65;YAFE COM DE ART DO VEST LTDA;Cliente MI;YAFE COM. ART. DO VEST. LTDA;0;22/09/2023;YAFE COM DE ART DO VEST;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;Vestuário;BRASIL;12;BRL;10000;Marca;Masculino;Liberado;C23326
68.830.298/0001-09;TRATEXTIL COMERCIO DE TECIDOS LTDA;Cliente MI;TRATEXTIL;0;06/12/2023;TRAPAO TECIDOS;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;100000;;;Liberado;C23667
28.280.059/0001-08;HOULON COM ART. VEST. LTDA;Cliente MI;BRISTOL COM ART VEST LTDA;0;30/11/2023;HOULON COM ART. VEST. LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;100000;;;Liberado;C23644
09.664.144/0001-17;ARMARINHOS NODARI LTDA;Cliente MI;ARMARINHOS NODARI LTDA;0;06/11/2014;ARMARINHOS NODARI;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;;BRASIL;12;BRL;40000;;;Liberado;C12261
26.711.608/0001-18;SETOR PROMOCOES COM. DE TEC. LTDA;Cliente MI;SETOR PROMOÇÃO;0;17/11/2023;SETOR PROMOCOES COM. DE TEC. LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;30000;;;Liberado;C23603
29.226.700/0001-80;BENVESTITI CONFECCAO LTDA;Cliente MI;BENVESTITI;0;03/11/2023;BENVESTITI;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;90000;;;Liberado;C23555
52.747.061/0001-10;MGR UNIFORMES PROFISSIONAIS LTDA;Cliente MI;MGR UNIFORMES PROFISSIONAIS LTDA;0;19/01/2024;MGR UNIFORMES PROFISSIONAIS LTDA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C23782
33.458.122/0001-85;FGW COM DE ROU E ACES LTDA;Cliente MI;FGW COMERCIO;0;03/05/2024;FGW;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;60000;;;Liberado;C24327
04.110.031/0001-56;JOVITA LTDA;Cliente MI;JOVITA LTDA;0;21/05/2024;JOVITA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;40000;;;Liberado;C24407
18.779.431/0001-63;ESCOLHAS DE KA LTDA;Cliente MI;ESCOLHAS DE KA;0;12/07/2024;ESCOLHAS DE KA;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;25000;;;Liberado;C24622
26.073.687/0001-89;KOSTURE UNIK CONF.LTDA;Cliente MI;KOSTURE UNI.K;0;19/08/2024;KOSTURE;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;50000;;;Liberado;C24792
44.097.965/0001-10;BISU CONF E COM DO VESTUARIO;Cliente MI;BISU CONF E COM DO VESTUARIO;0;30/09/2022;BISU CONFECÇÃO E COMERCIO DO VESTUARIO;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;30000;;;Liberado;C21708
47.532.868/0001-04;EPL ESCRITORIO DE NEGOCIOS LTDA;Cliente MI;EPL ESCRITORIO DE NEGOCIOS LTDA;0;28/10/2024;EPL;EPL ESCRITORIO DE NEGOCIOS LTDA;Ativo;Vestuário;BRASIL;12;BRL;0;Marca;Masculino;Liberado;C25113
46.732.013/0001-56;VEXLO CONF LTDA;Cliente MI;VEXLO CONFECÇÃO LTDA;0;24/09/2024;VEXLO;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;30000;;;Liberado;C24992
53.276.038/0001-58;OUTLET BRAZIL CKV IMPORT;Cliente MI;CKV OUTLET;0;20/09/2024;CKV;EPL ESCRITORIO DE NEGOCIOS LTDA;Inativo;;BRASIL;12;BRL;0;;;Liberado;C24970
